category,name,variant,adj-1,adj-2,adj-3,description,image_url,feelings-1-name,feelings-1-percent,feelings-2-name,feelings-2-percent,feelings-3-name,feelings-3-percent,feelings-4-name,feelings-4-percent,feelings-5-name,feelings-5-percent,helps-with-1-name,helps-with-1-percent,helps-with-2-name,helps-with-2-percent,helps-with-3-name,helps-with-3-percent,helps-with-4-name,helps-with-4-percent,helps-with-5-name,helps-with-5-percent,negatives-1-name,negatives-1-percent,negatives-2-name,negatives-2-percent,negatives-3-name,negatives-3-percent,negatives-4-name,negatives-4-percent,negatives-5-name,negatives-5-percent
Indica,Master OG,Hungry,Peppery,Citrus,Herbal,"Master OG is an indica-dominant strain from Cabin Fever Seed Breeders. This offspring of Master Kush and Empress Kush produces large, dense buds that tend to bend branches under the weight. This colorful, pine-scented flower is an ideal match for those suffering pain, nausea, and lack of sleep.  ",null,Relaxed,69%,Sleepy,54%,Hungry,47%,Uplifted,33%,Euphoric,32%,Stress,42%,Insomnia,37%,Pain,35%,Lack of appetite,33%,Depression,27%,Dry mouth,37%,Dry eyes,20%,Anxious,5%,Dizzy,5%,Paranoid,3%
Indica,Northern Lights #5,Euphoric,Pine,Fruity,Herbal,"Along with Haze and Skunk #1, Northern Lights is among the most influentials strains of all time.  The #5 strain was first entered into competition in 1989.  The strain quickly dominated the Cannabis Cup, winning in '89, '90, and '92.",null,Euphoric,55%,Happy,50%,Relaxed,46%,Uplifted,42%,Creative,31%,Stress,42%,Anxiety,36%,Depression,28%,Pain,28%,Insomnia,16%,Dry mouth,32%,Dry eyes,18%,Paranoid,6%,Headache,4%,Dizzy,2%
Indica,Pine Tar,Hungry,Herbal,Peppery,Citrus,Pine Tar Kush stems from a family of pure indica genetics native to Pakistan. This cannabis strain is nearly unaltered from its original genetic form and expresses itself with bright green hues and a skunky aroma. The rich Kush flavor of pine mixes with sweet undertones that give way to Pine Tar Kush’s calming yet talkative buzz.,null,Relaxed,72%,Euphoric,63%,Happy,58%,Hungry,50%,Uplifted,44%,Depression,33%,Stress,33%,Pain,30%,Anxiety,30%,Lack of appetite,27%,Dry mouth,44%,Dry eyes,16%,Headache,11%,Paranoid,11%,Anxious,8%
Indica,Cactus,Tingly,Fruity,Herbal,Pine,"First bred by Jordan of the Islands, Cactus is an indica cross between Afghani and Northern Lights and is named after its vague resemblance to the pear cactus. Cactus buds are conic with knobby formations and emit an organic earthy aroma with citrus notes. This strain is known to be an adept painkiller, providing relief to aches and sore muscles as well as spasms and anxiety. Many describe Cactus as having uplifting, energizing effects. It has become a popular staple among the connoisseurs of Seattle, and was among the first place winners in the 2012 High Times Cannabis Cup.",null,Relaxed,68%,Happy,54%,Euphoric,45%,Uplifted,40%,Sleepy,29%,Pain,43%,Stress,34%,Depression,22%,Insomnia,22%,Anxiety,22%,Dry mouth,19%,Dry eyes,13%,Paranoid,6%,Dizzy,5%,Anxious,4%
Indica,Salmon River OG,Relaxed,Citrus,Pine,Floral,"Salmon River OG is an indica-dominant strain from Oregon breeders Dynasty Genetics, who combined a Pre-98 Bubba Kush clone with a carefully selected Blue Heron male, creating a potent and easy-to-grow plant that finishes flowering in 7-8 weeks. The Salmon River OG may provide excellent pain relief and a heavy indica buzz; it is recommended that novice users take care not to overindulge. Dynasty has noted three main phenotypes in this cross, all with a similar terpene profile: a strong berry scent, underlined with hints of chocolate, coffee, lemon, and gasoline, and a similar taste when vaporized or smoked.",null,Relaxed,75%,Sleepy,39%,Euphoric,36%,Happy,31%,Uplifted,23%,Anxiety,33%,Stress,31%,Depression,28%,Pain,28%,Insomnia,20%,Dry mouth,14%,Dry eyes,13%,Anxious,1%,Dizzy,1%,Headache,1%
Indica,Cornbread,Hungry,Peppery,Herbal,Citrus,"Cornbread by Rare Dankness is an 80/20 indica-dominant hybrid strain that crosses Katsu Bubba Kush and Rare Dankness #2. Its aroma is a sweet mix of lemons and incense, and like a perfect appetizer, Cornbread is all you’ll need to invite the appetite before dinner. With heavy, tranquilizing effects that relax the body, Cornbread also makes a great nightcap as you transition into sleep.",null,Relaxed,77%,Happy,46%,Sleepy,45%,Euphoric,37%,Hungry,34%,Stress,34%,Insomnia,28%,Pain,27%,Anxiety,22%,Lack of appetite,18%,Dry mouth,19%,Dry eyes,11%,Anxious,4%,Dizzy,4%,Paranoid,3%
Indica,Querkle,Sleepy,Herbal,Pine,Peppery,"A cross between Purple Urkle and Space Queen, Querkle from Subcool's The Dank is an 80/20 indica-dominant strain that carries a strong grape and berry aroma. Querkle blooms with vibrant lavender hues and a heavy dusting of crystal resin that blankets its bulky colas in a frost-like coat. Heavily euphoric and cerebral, Querkle may be used during the day but is ideal for evening use as it relaxes muscles and guides the mind into sleep.",null,Relaxed,60%,Happy,51%,Euphoric,48%,Sleepy,43%,Uplifted,39%,Stress,50%,Pain,43%,Anxiety,35%,Insomnia,33%,Depression,26%,Dry mouth,29%,Dry eyes,20%,Dizzy,6%,Anxious,3%,Paranoid,3%
Indica,Bubba's Gift,Relaxed,Citrus,Peppery,Herbal,"Developed by Humboldt Seed Organization, Bubba’s Gift is a strain unlike any other. Despite being almost purely indica, this cross between Bubba Kush and God’s Gift produces functional and uplifting effects with a mild body high. Given its strong indica genetics, this sweet, fruity strain is surprisingly well-suited for daytime creative activities. Bubba’s Gift will flower in 6 weeks and can be grown indoors and outdoors.",null,Relaxed,104%,Happy,60%,Euphoric,58%,Sleepy,39%,Uplifted,30%,Stress,44%,Depression,25%,Anxiety,25%,Insomnia,23%,Headaches,18%,Dry mouth,23%,Dry eyes,16%,Dizzy,4%,Anxious,2%,Paranoid,2%
Indica,Alien Rift,Hungry,Herbal,Pine,Peppery,"Bred by Ocean Grown Seeds, Alien Rift crosses Alien Abduction, Alien Dawg (""Ether"" cut), and Alien OG, and it was specifically backcrossed for better hash production. Alien Rift is certain to please the senses, with a tart scent of lemon and spice, and buds dense with trichomes. With that much extraterrestrial activity, this strain is out of this world! Use Alien Rift’s laid-back effects to curb stress and manage physical pain. ",null,Relaxed,87%,Happy,77%,Euphoric,57%,Hungry,47%,Uplifted,40%,Stress,52%,Anxiety,42%,Pain,37%,Depression,35%,Insomnia,35%,Dry mouth,17%,Dry eyes,12%,Anxious,7%,Paranoid,7%,Dizzy,2%
Indica,Oregon Diesel,Happy,Peppery,Citrus,Pine,Oregon Diesel is an indica-dominant hybrid that combines NYC Diesel and Blackberry genetics in a blend bred by Homegrown Natural Wonders specifically for the Pacific Northwest climate. This strain was popularized by Oregrown as they hunted for quality genetics. Oregon Diesel is recommended for nighttime pain relief and its relaxing yet clear-headed effects will calm stress and help you avoid sleepless nights.,null,Relaxed,78%,Happy,69%,Euphoric,49%,Uplifted,40%,Sleepy,36%,Stress,32%,Anxiety,30%,Insomnia,27%,Depression,26%,Pain,24%,Dry mouth,21%,Dizzy,6%,Anxious,4%,Dry eyes,4%,Paranoid,1%
Indica,Triple Cheese,Euphoric,Herbal,Peppery,Citrus,"One cheese, two cheese, Old Cheese crossed with Blue Cheese! Triple Cheese, by world-renowned breeder Barney’s Farm, brings classic Cheese genetics together with a sweet Cheese hybrid. This odoriferous union combines the earthy, cave-aged funk of Old Cheese and the sweet and savory bouquet of Blue Cheese, creating a one-of-a-kind terpene profile. Known to consistently reach 22% THC or higher, this manageable plant offers Cheese lovers new levels of complexity while preserving enjoyable effects.   ",null,Relaxed,112%,Euphoric,96%,Happy,68%,Sleepy,44%,Uplifted,40%,Pain,44%,Stress,40%,Depression,24%,Lack of appetite,24%,Anxiety,24%,Dry eyes,28%,Dry mouth,12%,Headache,8%,Anxious,4%,Dizzy,4%
Indica,LA OG,Tingly,Herbal,Citrus,Peppery,LA OG is a potent variety of medical cannabis with an earthy taste and a powerful head and body high.,null,Relaxed,63%,Euphoric,55%,Happy,42%,Uplifted,38%,Sleepy,36%,Pain,53%,Stress,38%,Anxiety,34%,Insomnia,32%,Depression,18%,Dry mouth,32%,Dry eyes,16%,Anxious,10%,Paranoid,10%,Dizzy,8%
Indica,Early Girl,Giggly,Pine,Herbal,Citrus,"Early Girl is the wallflower of cannabis strains since its introduction in the 1980s. Lovingly preserved by the breeders at Sensi Seeds, this strain is lazy and relaxed, nothing over the top. A 75/25 indica-dominant hybrid, Early Girl is a good one for those new to cannabis who would like relief from stress. Also a great strain for novice growers, it's compact, resilient, and has a particularly short flowering time of 7 to 8 weeks. Early Girl grows especially well outdoors, but won’t put up a fuss if she’s stuck inside.",null,Relaxed,49%,Euphoric,42%,Happy,38%,Hungry,35%,Giggly,33%,Pain,38%,Stress,33%,Anxiety,28%,Depression,20%,Insomnia,13%,Dry mouth,30%,Dry eyes,23%,Paranoid,10%,Dizzy,6%,Anxious,3%
Indica,UW Purple,Sleepy,Herbal,Peppery,Citrus,"UW is a marijuana strain that comes with its own superhero origin story. Popular rumor has it that a clone was stolen from a certain Pacific Northwest university's medical research lab in the early nineties—in some versions by a rogue graduate student—and has since been a popular top-shelf indica. These dense, sticky buds show their university pride with purple coloring and are at the top of the class when it comes to potency. UW's powerful high is sedative and popular for pain relief and insomnia. A mix of tropical fruit and a little spice, the aroma also earns high marks.",null,Relaxed,82%,Sleepy,65%,Happy,53%,Euphoric,42%,Hungry,24%,Stress,46%,Pain,42%,Insomnia,35%,Anxiety,29%,Depression,20%,Dry mouth,25%,Dry eyes,15%,Headache,6%,Paranoid,4%,Anxious,2%
